shipment_id,origin_hub,destination_hub,distance_km,duration_minutes,road_type,weather_condition,traffic_level,shipment_priority,weight_kg,departure_hour,day_of_week,historical_delay_minutes,current_risk_level,rerouted_before,destination_delay_rate,risk_level
SHIP-15491,Delhi Warehouse Central,Kota Transit Hub,663.16,461,expressway,Cloudy,moderate,standard,446.02,18,Sunday,21,medium,0,0.1786,medium
SHIP-15492,Gwalior Transit Hub,Jaipur Warehouse,329.83,180,expressway,Cloudy,high,standard,426.76,4,Thursday,30,high,0,0.1314,medium
SHIP-15493,Gwalior Transit Hub,Kota Transit Hub,289.32,144,expressway,Clear,low,standard,279.85,22,Monday,9,medium,0,0.0765,low
SHIP-15494,Indore Delivery Hub,Agra Transit Hub,962.09,498,expressway,Clear,high,standard,485.19,14,Friday,38,medium,0,0.0507,medium
SHIP-15495,Ujjain Hub,Jhansi Hub,779.68,837,state_road,Rain,moderate,standard,463.66,1,Sunday,35,high,0,0.2314,high
SHIP-15496,Delhi Warehouse Central,Agra Transit Hub,877.17,1018,state_road,Heavy Rain,low,standard,448.61,10,Friday,47,high,0,0.4448,high
SHIP-15497,Agra Transit Hub,Gwalior Transit Hub,928.76,768,highway,Rain,high,standard,67.51,3,Friday,66,critical,0,0.151,high
SHIP-15498,Agra Transit Hub,Kota Transit Hub,864.78,978,state_road,Heavy Rain,low,standard,148.02,16,Saturday,51,high,1,0.3251,high
SHIP-15499,Jhansi Hub,Jaipur Warehouse,281.22,196,expressway,Partly Cloudy,moderate,standard,205.68,22,Tuesday,25,medium,0,0.4292,medium
SHIP-15500,Agra Transit Hub,Delhi Warehouse Central,763.26,1056,city_road,Cloudy,moderate,standard,416.12,1,Thursday,26,high,0,0.269,medium
SHIP-15501,Kota Transit Hub,Jaipur Warehouse,970.07,643,highway,Cloudy,high,standard,435.75,23,Saturday,37,high,0,0.4316,high
SHIP-15502,Ujjain Hub,Agra Transit Hub,909.32,740,highway,Fog,high,standard,375.99,9,Thursday,80,high,0,0.2397,high
SHIP-15503,Kota Transit Hub,Gwalior Transit Hub,870.02,510,expressway,Thunderstorm,low,critical,236.73,10,Tuesday,101,high,0,0.3406,critical
SHIP-15504,Jaipur Warehouse,Agra Transit Hub,115.24,81,expressway,Cloudy,high,standard,81.79,0,Thursday,45,high,0,0.3352,high
SHIP-15505,Delhi Warehouse Central,Bhopal Central Hub,353.11,183,expressway,Clear,low,standard,18.56,17,Friday,12,low,0,0.1586,low
SHIP-15506,Ujjain Hub,Jhansi Hub,355.24,397,state_road,Partly Cloudy,moderate,standard,349.95,23,Friday,25,medium,0,0.5244,medium
SHIP-15507,Bhopal Central Hub,Ujjain Hub,418.11,315,highway,Partly Cloudy,moderate,express,497.08,4,Tuesday,17,medium,0,0.0581,medium
SHIP-15508,Bhopal Central Hub,Delhi Warehouse Central,875.35,567,expressway,Heavy Rain,moderate,critical,173.39,4,Friday,93,critical,0,0.2862,critical
SHIP-15509,Jaipur Warehouse,Agra Transit Hub,280.15,413,city_road,Clear,low,standard,284.8,22,Wednesday,12,medium,0,0.2144,low
SHIP-15510,Ujjain Hub,Indore Delivery Hub,842.98,597,highway,Clear,low,express,405.48,3,Sunday,9,medium,0,0.3175,medium
SHIP-15511,Indore Delivery Hub,Kota Transit Hub,851.57,597,highway,Partly Cloudy,moderate,standard,94.05,8,Friday,20,low,0,0.3388,low
SHIP-15512,Indore Delivery Hub,Kota Transit Hub,367.42,434,state_road,Thunderstorm,low,express,414.95,18,Monday,119,high,0,0.308,high
SHIP-15513,Indore Delivery Hub,Jhansi Hub,944.91,621,highway,Cloudy,high,standard,313.05,23,Tuesday,46,high,0,0.277,high
SHIP-15514,Delhi Warehouse Central,Ujjain Hub,905.46,604,expressway,Light Rain,low,standard,285.35,2,Tuesday,28,medium,0,0.4715,medium
SHIP-15515,Delhi Warehouse Central,Gwalior Transit Hub,699.75,480,expressway,Partly Cloudy,moderate,standard,381.38,14,Thursday,24,low,0,0.361,low
SHIP-15516,Indore Delivery Hub,Bhopal Central Hub,647.18,1153,city_road,Clear,moderate,express,121.23,23,Thursday,21,medium,0,0.3191,medium
SHIP-15517,Bhopal Central Hub,Jhansi Hub,187.1,159,highway,Clear,moderate,critical,307.78,13,Sunday,23,low,0,0.2127,medium
SHIP-15518,Ujjain Hub,Delhi Warehouse Central,398.3,283,highway,Rain,high,standard,120.95,0,Thursday,78,critical,0,0.1953,high
SHIP-15519,Agra Transit Hub,Jaipur Warehouse,267.52,251,state_road,Heavy Rain,moderate,standard,90.59,9,Monday,70,high,0,0.4105,high
SHIP-15520,Ujjain Hub,Gwalior Transit Hub,498.0,328,expressway,Cloudy,low,standard,312.05,12,Friday,19,low,0,0.0527,low
SHIP-15521,Indore Delivery Hub,Ujjain Hub,811.38,1337,city_road,Partly Cloudy,high,express,135.37,22,Tuesday,44,high,0,0.4316,high
SHIP-15522,Ujjain Hub,Indore Delivery Hub,784.36,505,expressway,Rain,low,standard,357.48,11,Friday,41,medium,0,0.1655,medium
SHIP-15523,Jhansi Hub,Gwalior Transit Hub,505.82,322,highway,Light Rain,moderate,standard,257.73,0,Thursday,44,high,0,0.346,high
SHIP-15524,Delhi Warehouse Central,Ujjain Hub,952.97,615,highway,Clear,high,standard,347.78,1,Tuesday,34,high,0,0.3964,high
SHIP-15525,Delhi Warehouse Central,Ujjain Hub,654.32,816,city_road,Partly Cloudy,low,standard,445.92,10,Thursday,15,low,0,0.282,low
SHIP-15526,Bhopal Central Hub,Jhansi Hub,357.57,268,highway,Light Rain,moderate,standard,69.98,11,Saturday,29,medium,0,0.2965,low
SHIP-15527,Agra Transit Hub,Delhi Warehouse Central,590.63,1015,city_road,Cloudy,low,standard,34.3,0,Monday,17,medium,0,0.3015,medium
SHIP-15528,Indore Delivery Hub,Gwalior Transit Hub,772.71,1078,city_road,Fog,high,standard,200.56,9,Tuesday,71,high,0,0.1796,high
SHIP-15529,Bhopal Central Hub,Ujjain Hub,132.85,77,expressway,Heavy Rain,high,standard,358.64,2,Thursday,105,critical,0,0.1788,critical
SHIP-15530,Bhopal Central Hub,Ujjain Hub,367.8,505,city_road,Clear,low,standard,443.19,8,Thursday,12,low,1,0.2456,low
SHIP-15531,Agra Transit Hub,Indore Delivery Hub,283.19,218,highway,Rain,moderate,express,18.36,16,Sunday,51,high,0,0.3054,high
SHIP-15532,Kota Transit Hub,Gwalior Transit Hub,698.69,734,state_road,Partly Cloudy,high,standard,396.69,18,Saturday,45,medium,0,0.1849,medium
SHIP-15533,Indore Delivery Hub,Agra Transit Hub,710.56,774,state_road,Light Rain,moderate,express,38.63,17,Thursday,36,medium,0,0.1737,medium
SHIP-15534,Delhi Warehouse Central,Kota Transit Hub,794.19,497,highway,Light Rain,low,standard,290.71,4,Sunday,21,medium,0,0.182,low
SHIP-15535,Agra Transit Hub,Ujjain Hub,183.79,161,state_road,Cloudy,moderate,standard,172.71,6,Monday,24,medium,0,0.161,low
SHIP-15536,Jhansi Hub,Delhi Warehouse Central,611.44,643,state_road,Heavy Rain,high,express,9.81,14,Friday,66,critical,0,0.2316,critical
SHIP-15537,Bhopal Central Hub,Jaipur Warehouse,315.84,486,city_road,Light Rain,moderate,standard,49.45,5,Friday,37,high,0,0.1881,medium
SHIP-15538,Agra Transit Hub,Kota Transit Hub,855.82,881,state_road,Heavy Rain,low,standard,177.51,4,Friday,81,high,0,0.311,high
SHIP-15539,Delhi Warehouse Central,Ujjain Hub,745.78,679,state_road,Partly Cloudy,high,standard,476.92,18,Monday,46,medium,0,0.0976,medium
SHIP-15540,Ujjain Hub,Delhi Warehouse Central,605.89,706,state_road,Partly Cloudy,low,critical,78.26,12,Saturday,11,low,0,0.5309,medium
SHIP-15541,Delhi Warehouse Central,Agra Transit Hub,318.37,168,expressway,Light Rain,moderate,standard,136.72,6,Friday,33,medium,0,0.1152,medium
SHIP-15542,Jhansi Hub,Agra Transit Hub,299.07,246,highway,Fog,high,standard,497.07,1,Friday,67,critical,0,0.4884,critical
SHIP-15543,Agra Transit Hub,Delhi Warehouse Central,762.07,1056,city_road,Partly Cloudy,moderate,standard,240.83,5,Monday,17,medium,0,0.3645,medium
SHIP-15544,Jhansi Hub,Jaipur Warehouse,79.33,88,state_road,Clear,moderate,express,131.86,14,Sunday,15,low,0,0.1766,low
SHIP-15545,Indore Delivery Hub,Delhi Warehouse Central,510.9,383,highway,Partly Cloudy,moderate,standard,308.35,4,Tuesday,27,medium,0,0.1333,low
SHIP-15546,Indore Delivery Hub,Bhopal Central Hub,265.33,311,state_road,Cloudy,moderate,standard,218.58,23,Thursday,22,high,0,0.4328,medium
SHIP-15547,Ujjain Hub,Jaipur Warehouse,436.12,310,expressway,Rain,moderate,standard,429.3,22,Thursday,43,high,0,0.3587,high
SHIP-15548,Bhopal Central Hub,Agra Transit Hub,923.42,573,expressway,Rain,high,express,4.98,4,Monday,57,critical,0,0.39,critical
SHIP-15549,Kota Transit Hub,Bhopal Central Hub,634.86,660,state_road,Fog,high,standard,498.39,3,Friday,78,critical,0,0.174,high
SHIP-15550,Gwalior Transit Hub,Jaipur Warehouse,685.25,773,state_road,Rain,low,standard,34.09,12,Saturday,36,medium,0,0.3594,medium
SHIP-15551,Jhansi Hub,Delhi Warehouse Central,804.19,860,state_road,Partly Cloudy,low,standard,269.02,23,Wednesday,15,medium,0,0.0155,low
SHIP-15552,Ujjain Hub,Kota Transit Hub,373.64,190,expressway,Light Rain,low,standard,349.0,17,Friday,20,low,0,0.3086,low
SHIP-15553,Delhi Warehouse Central,Bhopal Central Hub,629.09,303,expressway,Light Rain,very_high,critical,275.37,0,Wednesday,76,high,0,0.5855,critical
SHIP-15554,Agra Transit Hub,Gwalior Transit Hub,461.33,322,highway,Fog,very_high,express,151.09,2,Thursday,85,critical,0,0.373,critical
SHIP-15555,Bhopal Central Hub,Gwalior Transit Hub,904.14,1544,city_road,Clear,low,standard,427.86,6,Saturday,8,low,0,0.3396,low
SHIP-15556,Gwalior Transit Hub,Kota Transit Hub,932.88,1537,city_road,Clear,moderate,standard,215.78,0,Monday,16,medium,0,0.3603,medium
SHIP-15557,Agra Transit Hub,Jaipur Warehouse,909.23,652,expressway,Clear,low,express,151.05,20,Saturday,10,low,0,0.2258,low
SHIP-15558,Delhi Warehouse Central,Jaipur Warehouse,194.98,334,city_road,Cloudy,very_high,standard,384.4,13,Friday,42,medium,0,0.066,high
SHIP-15559,Gwalior Transit Hub,Jhansi Hub,216.49,235,state_road,Clear,low,standard,73.78,14,Monday,10,low,0,0.1346,low
SHIP-15560,Delhi Warehouse Central,Agra Transit Hub,793.91,477,highway,Light Rain,moderate,standard,103.3,15,Friday,32,medium,0,0.3519,medium
SHIP-15561,Delhi Warehouse Central,Kota Transit Hub,252.91,153,expressway,Rain,low,standard,127.13,4,Friday,46,high,0,0.1096,medium
SHIP-15562,Delhi Warehouse Central,Agra Transit Hub,296.29,153,expressway,Partly Cloudy,moderate,standard,218.01,2,Saturday,17,medium,0,0.3298,medium
SHIP-15563,Indore Delivery Hub,Bhopal Central Hub,820.61,1006,city_road,Cloudy,low,standard,11.15,16,Friday,18,low,0,0.2106,low
SHIP-15564,Gwalior Transit Hub,Jhansi Hub,980.61,824,state_road,Thunderstorm,moderate,critical,495.9,4,Wednesday,78,critical,0,0.0685,critical
SHIP-15565,Delhi Warehouse Central,Jhansi Hub,293.94,196,highway,Cloudy,moderate,express,300.48,23,Monday,27,high,0,0.0328,medium
SHIP-15566,Kota Transit Hub,Gwalior Transit Hub,727.98,958,city_road,Clear,moderate,standard,485.39,21,Thursday,17,medium,0,0.3279,low
SHIP-15567,Gwalior Transit Hub,Agra Transit Hub,230.23,118,expressway,Partly Cloudy,low,express,403.92,0,Tuesday,12,medium,0,0.3161,medium
SHIP-15568,Indore Delivery Hub,Agra Transit Hub,260.96,176,expressway,Cloudy,moderate,express,68.02,12,Wednesday,26,medium,0,0.1632,medium
SHIP-15569,Jhansi Hub,Ujjain Hub,75.53,132,city_road,Clear,high,standard,105.32,20,Thursday,31,medium,0,0.4811,medium
SHIP-15570,Jhansi Hub,Jaipur Warehouse,623.69,551,state_road,Light Rain,high,standard,18.19,17,Monday,63,medium,0,0.3665,high
SHIP-15571,Bhopal Central Hub,Gwalior Transit Hub,816.58,668,highway,Fog,high,standard,417.06,0,Tuesday,58,critical,0,0.52,critical
SHIP-15572,Jaipur Warehouse,Kota Transit Hub,68.36,50,highway,Light Rain,moderate,standard,297.14,18,Tuesday,39,medium,0,0.228,medium
SHIP-15573,Kota Transit Hub,Delhi Warehouse Central,809.77,638,highway,Partly Cloudy,high,standard,108.32,20,Monday,26,medium,0,0.2297,low
SHIP-15574,Jhansi Hub,Jaipur Warehouse,481.18,320,highway,Partly Cloudy,moderate,standard,485.07,22,Wednesday,26,medium,0,0.1987,low
SHIP-15575,Indore Delivery Hub,Ujjain Hub,732.78,789,state_road,Thunderstorm,low,standard,368.63,5,Saturday,118,high,0,0.2199,high
SHIP-15576,Jaipur Warehouse,Agra Transit Hub,370.15,243,expressway,Heavy Rain,moderate,standard,353.05,8,Saturday,84,high,0,0.0346,high
SHIP-15577,Delhi Warehouse Central,Jhansi Hub,530.46,358,expressway,Cloudy,low,standard,134.23,13,Sunday,12,low,0,0.1753,low
SHIP-15578,Delhi Warehouse Central,Gwalior Transit Hub,502.69,346,highway,Partly Cloudy,low,express,157.37,21,Friday,9,low,0,0.1886,low
SHIP-15579,Ujjain Hub,Kota Transit Hub,326.45,274,highway,Light Rain,low,standard,334.32,10,Friday,22,low,1,0.2661,low
SHIP-15580,Jaipur Warehouse,Ujjain Hub,157.41,99,highway,Partly Cloudy,low,standard,297.18,3,Friday,11,medium,0,0.0612,low
SHIP-15581,Indore Delivery Hub,Ujjain Hub,577.91,701,city_road,Clear,moderate,express,323.99,6,Thursday,22,low,0,0.5257,medium
SHIP-15582,Kota Transit Hub,Gwalior Transit Hub,630.87,1014,city_road,Partly Cloudy,high,standard,439.53,17,Monday,32,medium,0,0.2173,medium
SHIP-15583,Jaipur Warehouse,Agra Transit Hub,695.47,353,expressway,Partly Cloudy,moderate,critical,81.04,17,Wednesday,25,low,0,0.519,medium
SHIP-15584,Jhansi Hub,Bhopal Central Hub,991.88,588,expressway,Partly Cloudy,high,standard,59.05,5,Saturday,32,high,0,0.5398,high
SHIP-15585,Kota Transit Hub,Jaipur Warehouse,530.15,344,highway,Clear,low,standard,282.75,4,Monday,7,medium,0,0.2238,low
SHIP-15586,Ujjain Hub,Bhopal Central Hub,926.07,1195,city_road,Clear,low,express,250.58,5,Saturday,7,medium,0,0.3409,medium
SHIP-15587,Kota Transit Hub,Bhopal Central Hub,278.39,255,state_road,Light Rain,very_high,standard,202.03,1,Tuesday,66,high,0,0.1737,high
SHIP-15588,Delhi Warehouse Central,Gwalior Transit Hub,995.28,1380,city_road,Light Rain,moderate,express,452.45,1,Thursday,32,high,0,0.4329,high
SHIP-15589,Ujjain Hub,Kota Transit Hub,850.63,582,expressway,Clear,high,standard,279.63,0,Wednesday,33,high,0,0.2056,medium
SHIP-15590,Jhansi Hub,Ujjain Hub,706.23,1075,city_road,Thunderstorm,moderate,standard,284.06,17,Tuesday,94,high,0,0.2036,high
SHIP-15591,Gwalior Transit Hub,Delhi Warehouse Central,903.34,637,expressway,Partly Cloudy,moderate,standard,183.85,9,Friday,17,low,0,0.1223,low
SHIP-15592,Jhansi Hub,Delhi Warehouse Central,925.52,675,highway,Clear,low,express,172.69,6,Saturday,9,low,0,0.6788,low
SHIP-15593,Jhansi Hub,Agra Transit Hub,928.14,785,state_road,Clear,high,critical,493.81,1,Friday,34,high,1,0.0751,high
SHIP-15594,Agra Transit Hub,Indore Delivery Hub,907.14,614,highway,Light Rain,low,standard,311.91,18,Friday,24,medium,0,0.1999,low
SHIP-15595,Delhi Warehouse Central,Jhansi Hub,442.86,336,highway,Clear,moderate,standard,412.73,21,Monday,24,medium,0,0.4398,low
SHIP-15596,Delhi Warehouse Central,Agra Transit Hub,145.88,157,state_road,Clear,high,critical,224.28,21,Tuesday,29,medium,0,0.0871,medium
SHIP-15597,Indore Delivery Hub,Kota Transit Hub,314.29,273,state_road,Light Rain,moderate,standard,96.74,9,Wednesday,43,medium,0,0.2972,medium
SHIP-15598,Agra Transit Hub,Bhopal Central Hub,567.23,578,state_road,Cloudy,high,express,163.1,11,Tuesday,40,medium,0,0.1179,high
SHIP-15599,Bhopal Central Hub,Jhansi Hub,74.94,47,expressway,Rain,low,standard,173.72,11,Sunday,50,medium,1,0.396,high
SHIP-15600,Jhansi Hub,Gwalior Transit Hub,927.15,815,highway,Rain,moderate,standard,282.89,14,Wednesday,50,high,0,0.2379,medium
SHIP-15601,Indore Delivery Hub,Agra Transit Hub,388.95,205,expressway,Fog,moderate,standard,78.15,17,Thursday,58,high,0,0.1554,medium
SHIP-15602,Agra Transit Hub,Ujjain Hub,662.91,664,state_road,Clear,low,critical,194.12,22,Thursday,11,medium,1,0.3434,medium
SHIP-15603,Ujjain Hub,Kota Transit Hub,448.93,263,expressway,Clear,high,express,51.19,0,Wednesday,43,high,1,0.3911,high
SHIP-15604,Kota Transit Hub,Bhopal Central Hub,271.95,243,state_road,Fog,moderate,express,248.77,5,Tuesday,63,high,0,0.1486,high
SHIP-15605,Kota Transit Hub,Jhansi Hub,109.5,174,city_road,Light Rain,moderate,standard,473.76,8,Sunday,43,medium,0,0.3163,medium
SHIP-15606,Delhi Warehouse Central,Jhansi Hub,995.77,1079,state_road,Light Rain,very_high,express,170.13,23,Wednesday,81,high,0,0.4706,critical
SHIP-15607,Agra Transit Hub,Indore Delivery Hub,467.33,392,highway,Clear,moderate,express,25.81,5,Wednesday,14,medium,0,0.3081,medium
SHIP-15608,Jhansi Hub,Jaipur Warehouse,97.37,74,highway,Clear,high,standard,304.77,5,Friday,34,high,0,0.4162,high
SHIP-15609,Jhansi Hub,Delhi Warehouse Central,330.62,215,highway,Clear,high,express,317.73,5,Wednesday,26,high,0,0.0671,medium
SHIP-15610,Gwalior Transit Hub,Agra Transit Hub,497.47,241,expressway,Partly Cloudy,high,standard,240.31,15,Friday,41,medium,0,0.1002,medium
SHIP-15611,Kota Transit Hub,Indore Delivery Hub,162.85,123,highway,Clear,high,standard,199.03,14,Sunday,34,medium,0,0.2915,medium
SHIP-15612,Indore Delivery Hub,Jaipur Warehouse,215.95,256,state_road,Partly Cloudy,low,standard,446.44,7,Saturday,16,low,0,0.1914,low
SHIP-15613,Agra Transit Hub,Kota Transit Hub,324.14,527,city_road,Cloudy,high,standard,469.28,1,Friday,34,high,1,0.2355,high
SHIP-15614,Jhansi Hub,Gwalior Transit Hub,919.21,661,highway,Clear,moderate,standard,336.91,10,Wednesday,18,low,0,0.2422,low
SHIP-15615,Gwalior Transit Hub,Bhopal Central Hub,643.28,322,expressway,Clear,high,standard,251.11,8,Saturday,28,medium,0,0.5802,medium
SHIP-15616,Agra Transit Hub,Delhi Warehouse Central,698.83,1012,city_road,Partly Cloudy,moderate,standard,34.71,15,Monday,17,low,1,0.4425,low
SHIP-15617,Jaipur Warehouse,Agra Transit Hub,250.29,181,highway,Clear,high,express,151.22,23,Tuesday,37,high,0,0.2977,high
SHIP-15618,Jhansi Hub,Agra Transit Hub,480.38,408,highway,Clear,high,standard,143.26,1,Wednesday,36,high,0,0.052,medium
SHIP-15619,Jaipur Warehouse,Gwalior Transit Hub,918.73,1311,city_road,Clear,moderate,standard,30.06,10,Thursday,21,low,1,0.377,low
SHIP-15620,Agra Transit Hub,Kota Transit Hub,846.04,701,highway,Partly Cloudy,moderate,standard,421.84,23,Wednesday,28,medium,0,0.0478,low
SHIP-15621,Jhansi Hub,Jaipur Warehouse,325.62,219,expressway,Light Rain,high,standard,433.66,16,Sunday,61,medium,0,0.194,medium
SHIP-15622,Jaipur Warehouse,Agra Transit Hub,431.55,384,state_road,Clear,low,standard,456.27,5,Wednesday,10,medium,0,0.0836,low
SHIP-15623,Bhopal Central Hub,Jhansi Hub,172.8,154,state_road,Rain,low,standard,371.16,5,Thursday,36,high,0,0.0577,medium
SHIP-15624,Gwalior Transit Hub,Jaipur Warehouse,453.56,668,city_road,Heavy Rain,moderate,standard,355.55,8,Friday,62,high,1,0.1581,high
SHIP-15625,Indore Delivery Hub,Kota Transit Hub,85.86,95,state_road,Light Rain,moderate,standard,239.44,20,Friday,27,medium,0,0.2394,medium
SHIP-15626,Kota Transit Hub,Jaipur Warehouse,392.15,348,highway,Clear,low,standard,428.84,0,Monday,7,medium,0,0.2579,low
SHIP-15627,Gwalior Transit Hub,Delhi Warehouse Central,705.41,573,highway,Partly Cloudy,moderate,standard,255.56,11,Wednesday,17,low,0,0.3773,low
SHIP-15628,Jaipur Warehouse,Jhansi Hub,552.83,308,expressway,Light Rain,low,standard,15.79,10,Wednesday,29,low,0,0.1589,low
SHIP-15629,Jhansi Hub,Kota Transit Hub,993.19,1090,state_road,Fog,low,express,292.87,16,Tuesday,60,medium,0,0.4391,high
SHIP-15630,Bhopal Central Hub,Gwalior Transit Hub,427.11,712,city_road,Fog,low,standard,195.84,6,Saturday,53,medium,0,0.4151,medium
SHIP-15631,Bhopal Central Hub,Kota Transit Hub,320.98,204,highway,Partly Cloudy,moderate,express,261.13,3,Friday,16,medium,0,0.2033,medium
SHIP-15632,Kota Transit Hub,Delhi Warehouse Central,780.71,969,city_road,Light Rain,low,standard,220.91,8,Wednesday,27,low,0,0.3644,low
SHIP-15633,Bhopal Central Hub,Jaipur Warehouse,920.77,799,highway,Heavy Rain,moderate,express,248.9,18,Sunday,92,critical,0,0.2278,critical
SHIP-15634,Gwalior Transit Hub,Jhansi Hub,476.23,388,highway,Heavy Rain,low,critical,55.18,14,Tuesday,78,high,0,0.5593,critical
SHIP-15635,Bhopal Central Hub,Gwalior Transit Hub,843.08,539,expressway,Cloudy,very_high,standard,8.25,5,Monday,44,high,0,0.2792,high
SHIP-15636,Kota Transit Hub,Jhansi Hub,504.1,432,state_road,Partly Cloudy,moderate,standard,170.75,3,Sunday,29,medium,1,0.1143,medium
SHIP-15637,Bhopal Central Hub,Ujjain Hub,966.91,509,expressway,Clear,low,standard,128.01,4,Tuesday,11,medium,0,0.1782,low
SHIP-15638,Bhopal Central Hub,Ujjain Hub,154.79,151,state_road,Cloudy,low,standard,125.78,20,Friday,12,medium,0,0.1993,low
SHIP-15639,Ujjain Hub,Jhansi Hub,73.72,131,city_road,Rain,high,standard,468.61,12,Friday,51,high,0,0.4296,high
SHIP-15640,Gwalior Transit Hub,Delhi Warehouse Central,758.84,644,state_road,Fog,low,express,409.67,4,Monday,56,high,0,0.2896,high
SHIP-15641,Jaipur Warehouse,Kota Transit Hub,56.63,90,city_road,Heavy Rain,very_high,critical,7.67,1,Saturday,114,critical,1,0.1236,critical
SHIP-15642,Delhi Warehouse Central,Bhopal Central Hub,667.31,580,highway,Clear,moderate,standard,5.35,10,Wednesday,16,low,0,0.0695,low
SHIP-15643,Bhopal Central Hub,Kota Transit Hub,322.77,492,city_road,Light Rain,moderate,standard,388.67,17,Tuesday,44,medium,1,0.133,medium
SHIP-15644,Indore Delivery Hub,Jhansi Hub,575.16,770,city_road,Partly Cloudy,very_high,standard,492.45,14,Wednesday,72,medium,0,0.4545,high
SHIP-15645,Bhopal Central Hub,Delhi Warehouse Central,570.3,480,highway,Light Rain,moderate,standard,233.14,16,Wednesday,38,medium,1,0.4075,medium
SHIP-15646,Ujjain Hub,Gwalior Transit Hub,854.73,1495,city_road,Light Rain,very_high,express,217.13,16,Wednesday,79,medium,0,0.4528,high
SHIP-15647,Jaipur Warehouse,Jhansi Hub,320.43,567,city_road,Partly Cloudy,very_high,standard,138.64,19,Thursday,63,medium,0,0.1668,high
SHIP-15648,Indore Delivery Hub,Bhopal Central Hub,431.27,312,highway,Clear,very_high,express,333.65,18,Monday,55,medium,0,0.1522,high
SHIP-15649,Indore Delivery Hub,Jaipur Warehouse,454.72,330,highway,Clear,high,standard,236.35,19,Wednesday,28,medium,0,0.3467,medium
SHIP-15650,Gwalior Transit Hub,Jhansi Hub,152.14,95,highway,Clear,low,standard,84.59,15,Monday,11,low,0,0.6762,low
SHIP-15651,Kota Transit Hub,Ujjain Hub,291.57,262,state_road,Heavy Rain,moderate,standard,241.21,10,Saturday,92,high,0,0.6151,critical
SHIP-15652,Kota Transit Hub,Gwalior Transit Hub,62.38,54,highway,Clear,moderate,standard,188.81,21,Wednesday,14,medium,0,0.4715,low
SHIP-15653,Jaipur Warehouse,Indore Delivery Hub,68.4,51,highway,Clear,very_high,express,445.01,16,Tuesday,40,medium,0,0.0487,medium
SHIP-15654,Kota Transit Hub,Ujjain Hub,957.45,1204,city_road,Clear,moderate,standard,386.02,7,Tuesday,18,low,0,0.151,low
SHIP-15655,Agra Transit Hub,Ujjain Hub,250.93,125,expressway,Heavy Rain,low,standard,350.92,7,Sunday,53,high,0,0.1168,high
SHIP-15656,Ujjain Hub,Delhi Warehouse Central,687.41,466,expressway,Partly Cloudy,high,standard,164.25,22,Sunday,43,high,0,0.2237,medium
SHIP-15657,Delhi Warehouse Central,Agra Transit Hub,329.23,267,state_road,Clear,moderate,standard,70.67,11,Monday,22,low,1,0.4522,low
SHIP-15658,Delhi Warehouse Central,Indore Delivery Hub,207.19,213,state_road,Light Rain,moderate,standard,432.47,14,Wednesday,35,medium,0,0.32,medium
SHIP-15659,Gwalior Transit Hub,Kota Transit Hub,275.13,163,expressway,Partly Cloudy,very_high,critical,172.03,3,Monday,41,high,0,0.2259,high
SHIP-15660,Gwalior Transit Hub,Ujjain Hub,596.97,355,expressway,Partly Cloudy,moderate,standard,296.89,7,Monday,19,low,0,0.2052,low
SHIP-15661,Delhi Warehouse Central,Ujjain Hub,801.36,690,highway,Rain,moderate,standard,295.82,14,Thursday,47,high,0,0.194,medium
SHIP-15662,Kota Transit Hub,Agra Transit Hub,439.0,738,city_road,Partly Cloudy,moderate,express,464.1,4,Wednesday,16,medium,1,0.4729,medium
SHIP-15663,Jhansi Hub,Ujjain Hub,723.33,556,highway,Heavy Rain,moderate,standard,86.69,21,Thursday,75,critical,0,0.3882,critical
SHIP-15664,Agra Transit Hub,Indore Delivery Hub,819.97,697,state_road,Cloudy,low,standard,386.05,9,Wednesday,10,low,0,0.323,low
SHIP-15665,Bhopal Central Hub,Delhi Warehouse Central,366.1,184,expressway,Cloudy,moderate,standard,231.83,23,Sunday,31,high,0,0.1948,medium
SHIP-15666,Jaipur Warehouse,Bhopal Central Hub,988.23,841,state_road,Partly Cloudy,low,standard,88.2,20,Friday,15,low,0,0.37,low
SHIP-15667,Ujjain Hub,Bhopal Central Hub,430.75,263,highway,Heavy Rain,moderate,standard,417.98,19,Friday,81,critical,0,0.0704,high
SHIP-15668,Jhansi Hub,Bhopal Central Hub,969.96,1152,state_road,Cloudy,moderate,express,410.25,23,Thursday,27,high,0,0.3639,high
SHIP-15669,Agra Transit Hub,Delhi Warehouse Central,59.67,70,state_road,Clear,moderate,standard,21.05,18,Friday,14,medium,0,0.4374,low
SHIP-15670,Bhopal Central Hub,Delhi Warehouse Central,754.39,1260,city_road,Clear,moderate,critical,355.01,14,Thursday,25,low,1,0.1582,medium
SHIP-15671,Gwalior Transit Hub,Jaipur Warehouse,820.18,932,state_road,Cloudy,moderate,standard,77.61,5,Friday,22,high,0,0.2442,medium
SHIP-15672,Agra Transit Hub,Kota Transit Hub,699.42,518,highway,Rain,low,express,305.57,8,Thursday,39,medium,0,0.3989,high
SHIP-15673,Delhi Warehouse Central,Kota Transit Hub,420.02,638,city_road,Thunderstorm,low,express,322.26,5,Friday,81,high,0,0.0949,critical
SHIP-15674,Agra Transit Hub,Kota Transit Hub,123.96,107,state_road,Light Rain,high,standard,332.96,8,Sunday,64,medium,0,0.0696,medium
